query,significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order,parents,evidence_codes,intersection,fold_enrichment,depth,species_code,species_label
query_1,TRUE,1.1508382912187234e-5,354,92,11,0.11956521739130435,0.031073446327683617,GO:0044282,GO:BP,small molecule catabolic process,25907,10851,,"IDA,IMP ISS ISO IBA IEA,ISO IBA IEA,IBA,IDA,ISS ISO,IEA,ISO IC,IEA,IEA,IEA","PGAM2,ACADM,ACADS,SDSL,CRYL1,SCP2,ALDH2,ECI3,MTRR,AIG1,ECH1",8.75021493490543,4,mmusculus,mmusculus
query_1,TRUE,3.653316149353412e-5,241,92,9,0.09782608695652174,0.03734439834024896,GO:0046395,GO:BP,carboxylic acid catabolic process,25907,11957,,"IMP ISS ISO IBA IEA,ISO IBA IEA,IBA,IDA,ISS ISO,ISO IC,IEA,IEA,IEA","ACADM,ACADS,SDSL,CRYL1,SCP2,ECI3,MTRR,AIG1,ECH1",10.516101389139456,12,mmusculus,mmusculus
query_1,TRUE,3.653316149353412e-5,241,92,9,0.09782608695652174,0.03734439834024896,GO:0016054,GO:BP,organic acid catabolic process,25907,5062,,"IMP ISS ISO IBA IEA,ISO IBA IEA,IBA,IDA,ISS ISO,ISO IC,IEA,IEA,IEA","ACADM,ACADS,SDSL,CRYL1,SCP2,ECI3,MTRR,AIG1,ECH1",10.516101389139456,9,mmusculus,mmusculus
query_1,TRUE,8.306464478148964e-5,133,92,7,0.07608695652173914,0.05263157894736842,GO:0072329,GO:BP,monocarboxylic acid catabolic process,25907,17118,,"IMP ISS ISO IBA IEA,ISO IBA IEA,IDA,ISS ISO,ISO IC,IEA,IEA","ACADM,ACADS,CRYL1,SCP2,ECI3,AIG1,ECH1",14.820938215102977,14,mmusculus,mmusculus
query_1,TRUE,9.658971640904074e-5,21471,92,91,0.9891304347826086,0.004238274882399516,GO:0009987,GO:BP,cellular process,25907,3796,,"IEA,IDA IMP IGI ISO IBA RCA IEA,IBA IEA,IDA IMP IBA IEA,IDA IMP IGI ISS ISO IEA,IEA,IDA ISO IEA,IDA IGI ISS ISO IBA TAS IEA,IDA IMP ISS ISO IEA,IMP ISS ISO IBA IEA,IDA ISO IBA IEA,IMP ISS ISO IBA IEA,IDA ISS IEA,ISO IBA IEA,IDA IMP ISS ISO IBA IEA,IBA TAS IEA,ISS IBA IEA,IDA ISS IBA IEA,IMP ISS ISO IEA,IBA IEA,IMP ISS IBA IEA,IDA ISS ISO IBA NAS IEA,ISO IBA IEA,IDA IBA IEA,IDA IMP IEP IBA TAS NAS IEA,IBA TAS NAS IEA,IMP IBA NAS IEA,IBA IEA,IDA IMP ISS IEA,IMP ISS IBA IEA,IDA IEA,ISO IEA,TAS IEA,IDA ISS ISO IBA IEA,IMP ISS ISO IEA,IDA IGI IEA,ISS ISO IBA IEA,ISS ISO IEA,IGI IBA IEA,ISS IEA,IDA IBA IEA,ISO IC,IMP ISS ISO IBA TAS IEA,IDA IMP ISS IBA IEA,IEA,EXP IDA IMP IGI ISS ISO IBA IEA,ISS IEA,IBA IEA,IMP ISS ISO IEA,IMP ISS IBA IEA,IDA IMP ISO IBA IEA,IMP ISS ISO IBA NAS IEA,IDA IMP IBA NAS IEA,IEA,ISS IBA IEA,IDA ISO IBA IEA,ISS ISA IBA IEA,IDA IMP ISS ISO NAS IEA,IDA IMP ISS IEA,IBA IEA,ISS IBA IEA,ISS IEA,IMP ISS ISO IBA IEA,IMP,ISS IEA,IEA,IBA,IEA,IEA,IEA,ISS ISO IEA,IDA IEA,IEA,IDA IMP IBA IEA,IDA IMP ISS ISO IEA,IDA IBA IEA,ISO IBA TAS IEA,IGI ISS ISO IBA IEA,IBA,IEA,IDA IMP ISS ISO IBA IEA,IMP IGI ISO IBA IEA,ISS IBA IEA,IDA IMP ISS ISO IBA IEA,IDA ISS IBA IEA,IDA IMP IBA,IMP,IMP IGI ISS ISO IBA IEA,IEA,ISS ISO IBA IEA,IDA IMP IGI ISS ISO IBA IEA","TAF2,CASP7,PSMD7,CALR,NPC1,GALT,PGAM2,ARF1,DHX36,GFPT1,SMOX,ACADM,CBR1,ACADS,ATG7,GFPT2,CBR4,RDH5,FNTB,SDSL,CHKB,NFS1,PEX16,VPS18,AP3B2,AP1M1,NDC1,MCAT,PLOD3,ENPP3,CRYL1,GNS,PLCD4,SCP2,ALDH2,HPGDS,ACLY,GSTM2,LIAS,COX11,COX17,ECI3,SPG7,ATAD1,MTRR,EPHA4,RTCB,ACSF2,CDK9,PIM3,LRP2,SEC13,AP1S2,AIG1,PTGR1,CTRB1,CLPP,CASP1,PXDN,LIPH,PUS10,TRUB2,EXO1,ADRM1,PPWD1,KLKB1,ZNFX1,ECH1,MRM3,PRSS8,RIDA,ANXA4,CUL5,IPO5,AQP4,MGA,STX5,ANLN,CPNE8,ESYT2,BOK,CRYAA,SON,CLU,RYBP,RWDD1,CNPY2,ELF1,BEST3,CIR1,ARNT",1.193488993242655,1,mmusculus,mmusculus
query_1,TRUE,1.6685069071822528e-4,586,92,12,0.13043478260869565,0.020477815699658702,GO:0044283,GO:BP,small molecule biosynthetic process,25907,10852,,"ISO IEA,IMP,ISS IBA IEA,IBA,IBA IEA,IDA,ISO,IEA,ISO IBA IEA,ISS,IGI IBA IEA,IEA","PGAM2,ACADM,CBR4,SDSL,MCAT,PLOD3,SCP2,HPGDS,ACLY,GSTM2,LIAS,MTRR",5.766508384033239,4,mmusculus,mmusculus
query_1,TRUE,1.840266436234807e-4,302,92,9,0.09782608695652174,0.029801324503311258,GO:0046394,GO:BP,carboxylic acid biosynthetic process,25907,11956,,"ISS IBA IEA,IBA,IBA IEA,IDA,IEA,ISO IBA IEA,ISS,IGI IBA IEA,IEA","CBR4,SDSL,MCAT,PLOD3,HPGDS,ACLY,GSTM2,LIAS,MTRR",8.3919881946444,12,mmusculus,mmusculus
query_1,TRUE,1.9371092740482908e-4,306,92,9,0.09782608695652174,0.029411764705882353,GO:0016053,GO:BP,organic acid biosynthetic process,25907,5061,,"ISS IBA IEA,IBA,IBA IEA,IDA,IEA,ISO IBA IEA,ISS,IGI IBA IEA,IEA","CBR4,SDSL,MCAT,PLOD3,HPGDS,ACLY,GSTM2,LIAS,MTRR",8.282289002557544,9,mmusculus,mmusculus
query_1,TRUE,3.5741830492826176e-4,111,92,6,0.06521739130434782,0.05405405405405406,GO:0009062,GO:BP,fatty acid catabolic process,25907,3224,,"IMP ISS ISO IBA IEA,ISO IBA IEA,ISS ISO,ISO IC,IEA,IEA","ACADM,ACADS,SCP2,ECI3,AIG1,ECH1",15.221504112808459,21,mmusculus,mmusculus
query_1,TRUE,5.010372268976849e-4,1337,92,17,0.18478260869565216,0.012715033657442034,GO:0046907,GO:BP,intracellular transport,25907,12264,,"IEA,ISS IEA,ISO IBA,ISO IEA,IBA IEA,IMP IBA TAS NAS IEA,TAS IEA,NAS,ISS IBA IEA,IMP,ISO,IMP ISO IBA NAS IEA,IDA IMP IEA,IDA IMP IBA IEA,ISO IBA IEA,IEA,IEA","CALR,NPC1,ARF1,PEX16,VPS18,AP3B2,AP1M1,NDC1,SCP2,SPG7,LRP2,SEC13,AP1S2,IPO5,STX5,CRYAA,CLU",3.5805258365581603,7,mmusculus,mmusculus
query_1,TRUE,8.040735287064038e-4,2036,92,21,0.22826086956521738,0.01031434184675835,GO:0051649,GO:BP,establishment of localization in cell,25907,13672,,"IEA,IMP ISS IEA,ISO IBA,IDA IMP,ISO IEA,IBA IEA,IDA IMP IEP IBA TAS NAS IEA,TAS IEA,NAS,ISS IBA IEA,IMP,IDA IMP,IMP,ISO,IMP ISO IBA NAS IEA,IDA IMP IEA,IDA IMP IBA IEA,IMP,ISO IBA IEA,IEA,IEA","CALR,NPC1,ARF1,ATG7,PEX16,VPS18,AP3B2,AP1M1,NDC1,SCP2,SPG7,ATAD1,PIM3,LRP2,SEC13,AP1S2,IPO5,AQP4,STX5,CRYAA,CLU",2.9044962415648756,5,mmusculus,mmusculus
query_1,TRUE,0.0012037910865415186,82,92,5,0.05434782608695652,0.06097560975609756,GO:0006635,GO:BP,fatty acid beta-oxidation,25907,2338,,"IMP ISS ISO IEA,ISO IBA IEA,ISS ISO,ISO IC,IEA","ACADM,ACADS,SCP2,ECI3,ECH1",17.170599151643692,25,mmusculus,mmusculus
query_1,TRUE,0.0015867332197879698,14,92,3,0.03260869565217391,0.21428571428571427,GO:0070142,GO:BP,synaptic vesicle budding,25907,15713,,"ISO,NAS,IDA IMP","ARF1,AP3B2,AP1S2",60.34239130434783,20,mmusculus,mmusculus
query_1,TRUE,0.0017241373300817995,152,92,6,0.06521739130434782,0.039473684210526314,GO:0006633,GO:BP,fatty acid biosynthetic process,25907,2336,,"ISS IBA IEA,IBA IEA,IEA,ISO IBA IEA,ISS,IGI IBA IEA","CBR4,MCAT,HPGDS,ACLY,GSTM2,LIAS",11.115703661327231,20,mmusculus,mmusculus
query_1,TRUE,0.001963161066553992,782,92,12,0.13043478260869565,0.015345268542199489,GO:0061024,GO:BP,membrane organization,25907,14925,,"IDA,IEA,IGI ISO,IMP,NAS,IEA,ISS ISO IEA,IBA IEA,IDA IMP,ISO IBA IEA,IDA IMP,ISS IEA","CASP7,NPC1,ARF1,ATG7,AP3B2,SCP2,SPG7,SEC13,AP1S2,STX5,BOK,CLU",4.321194262203936,4,mmusculus,mmusculus
query_1,TRUE,0.001963161066553992,657,92,11,0.11956521739130435,0.0167427701674277,GO:0006886,GO:BP,intracellular protein transport,25907,2531,,"IEA,IBA,ISO IEA,IEA,TAS IEA,TAS IEA,IMP IBA,IEA,IDA IMP IBA IEA,IBA IEA,IEA","CALR,ARF1,PEX16,VPS18,AP3B2,AP1M1,SEC13,AP1S2,IPO5,STX5,CLU",4.7147276818211905,14,mmusculus,mmusculus
query_1,TRUE,0.0028312256669026157,345,92,8,0.08695652173913043,0.02318840579710145,GO:0016042,GO:BP,lipid catabolic process,25907,5052,,"IMP ISS ISO IBA IEA,ISO IBA IEA,IEA,ISS ISO,ISO IC,IEA,IBA IEA,IEA","ACADM,ACADS,PLCD4,SCP2,ECI3,AIG1,LIPH,ECH1",6.529804662885948,5,mmusculus,mmusculus
query_1,TRUE,0.0032253916405892377,4467,92,32,0.34782608695652173,0.007163644504141482,GO:0019538,GO:BP,protein metabolic process,25907,5841,,"IDA ISO RCA IEA,IBA IEA,IBA IEA,IDA IEA,ISS IEA,IBA,IDA IMP ISS ISO IBA IEA,IBA,ISS IEA,IDA ISO IEA,IEA,IDA ISS IEA,ISO IEA,IBA IEA,IDA IGI ISS IEA,IEA,ISS IEA,IDA ISO IBA IEA,ISS ISA IBA IEA,IDA IMP ISS IEA,ISS IEA,ISS IEA,IEA,IEA,ISS ISO,IEA,IEA,IMP ISO IBA IEA,IMP ISS IBA IEA,ISS IEA,IBA,IDA","CASP7,PSMD7,CALR,NPC1,DHX36,GFPT1,ATG7,GFPT2,FNTB,NFS1,VPS18,PLOD3,GNS,SPG7,EPHA4,CDK9,PIM3,CTRB1,CLPP,CASP1,TRUB2,PPWD1,KLKB1,PRSS8,RIDA,CUL5,STX5,CRYAA,CLU,RYBP,RWDD1,ARNT",2.017266719226015,4,mmusculus,mmusculus
query_1,TRUE,0.005736970926224876,120,92,5,0.05434782608695652,0.041666666666666664,GO:0019395,GO:BP,fatty acid oxidation,25907,5722,,"IMP ISS ISO IEA,ISO IBA IEA,ISS ISO,ISO IC,IEA","ACADM,ACADS,SCP2,ECI3,ECH1",11.73324275362319,15,mmusculus,mmusculus
query_1,TRUE,0.00632527882614576,200,92,6,0.06521739130434782,0.03,GO:0072330,GO:BP,monocarboxylic acid biosynthetic process,25907,17119,,"ISS IBA IEA,IBA IEA,IEA,ISO IBA IEA,ISS,IGI IBA IEA","CBR4,MCAT,HPGDS,ACLY,GSTM2,LIAS",8.447934782608696,14,mmusculus,mmusculus
query_1,TRUE,0.00632527882614576,1047,92,13,0.14130434782608695,0.012416427889207259,GO:0019637,GO:BP,organophosphate metabolic process,25907,5929,,"IEA,IDA IEA,ISO,ISS ISO IBA IEA,IBA IEA,IMP ISS IBA IEA,ISO IEA,IMP ISS IBA IEA,IDA,TAS,IDA,ISS ISO IBA IEA,ISS IEA","GALT,PGAM2,ARF1,GFPT1,GFPT2,CHKB,NFS1,ENPP3,CRYL1,PLCD4,SCP2,ACLY,COX11",3.496439101366222,5,mmusculus,mmusculus
query_1,TRUE,0.007058502020201403,128,92,5,0.05434782608695652,0.0390625,GO:0034440,GO:BP,lipid oxidation,25907,8570,,"IMP ISS ISO IEA,ISO IBA IEA,ISS ISO,ISO IC,IEA","ACADM,ACADS,SCP2,ECI3,ECH1",10.999915081521738,8,mmusculus,mmusculus
query_1,TRUE,0.0077712419885333775,1724,92,17,0.18478260869565216,0.009860788863109048,GO:0045184,GO:BP,establishment of protein localization,25907,11159,,"IEA,IEA,ISO IBA TAS IEA,IMP IEA,ISO IEA,IEA,TAS IEA,TAS IEA,IEA,ISS IBA IEA,IMP,IDA ISO IEA,IMP IBA IEA,IEA,IDA IMP IBA IEA,IBA IEA,ISS IEA","CALR,NPC1,ARF1,ATG7,PEX16,VPS18,AP3B2,AP1M1,NDC1,ATAD1,PIM3,LRP2,SEC13,AP1S2,IPO5,STX5,CLU",2.7767767073539797,8,mmusculus,mmusculus
query_1,TRUE,0.011886792122101773,1448,92,15,0.16304347826086957,0.010359116022099447,GO:0015031,GO:BP,protein transport,25907,4772,,"IEA,ISO IBA TAS IEA,IMP IEA,ISO IEA,IEA,TAS IEA,TAS IEA,IEA,IMP,IDA ISO IEA,IMP IBA IEA,IEA,IDA IMP IBA IEA,IBA IEA,ISS IEA","CALR,ARF1,ATG7,PEX16,VPS18,AP3B2,AP1M1,NDC1,PIM3,LRP2,SEC13,AP1S2,IPO5,STX5,CLU",2.9171045520057652,11,mmusculus,mmusculus
query_1,TRUE,0.013669967325626286,81,92,4,0.043478260869565216,0.04938271604938271,GO:0006900,GO:BP,vesicle budding from membrane,25907,2542,,"ISO,NAS,IBA IEA,IDA IMP","ARF1,AP3B2,SEC13,AP1S2",13.906065485775631,11,mmusculus,mmusculus
query_1,TRUE,0.013934071441927296,82,92,4,0.043478260869565216,0.04878048780487805,GO:0022406,GO:BP,membrane docking,25907,6565,,"IEA,IBA,IBA,IEA","PEX16,VPS18,STX5,ESYT2",13.736479321314953,2,mmusculus,mmusculus
query_1,TRUE,0.016117940516569503,1016,92,12,0.13043478260869565,0.011811023622047244,GO:0030163,GO:BP,protein catabolic process,25907,6658,,"ISO IEA,IBA IEA,IBA,IMP ISS ISO IEA,ISO IEA,IEA,ISO,ISS ISA IBA IEA,IEA,IEA,ISS IBA IEA,ISS IEA","CASP7,PSMD7,CALR,ATG7,GNS,EPHA4,CTRB1,CLPP,CUL5,STX5,CLU,RYBP",3.325958575830195,7,mmusculus,mmusculus
query_1,TRUE,0.017792537708728,163,92,5,0.05434782608695652,0.03067484662576687,GO:0170039,GO:BP,proteinogenic amino acid metabolic process,25907,20026,,"IEA,TAS IEA,IBA,IDA,IEA","GFPT1,GFPT2,SDSL,PLOD3,MTRR",8.637970125366763,10,mmusculus,mmusculus
query_1,TRUE,0.017792537708728,2438,92,20,0.21739130434782608,0.008203445447087777,GO:0070887,GO:BP,cellular response to chemical stimulus,25907,16130,,"IEA,IEA,IDA,ISS IEA,ISS,IMP ISS ISO IEA,IEA,ISS ISO IEA,ISO,IGI IEA,IMP,ISO,NAS,IEA,IMP,IDA,ISO,IBA,IDA IMP,IEA","CASP7,CALR,NPC1,DHX36,CBR1,ATG7,VPS18,ALDH2,GSTM2,EPHA4,PIM3,LRP2,CASP1,PXDN,ADRM1,IPO5,AQP4,CPNE8,RWDD1,ARNT",2.310072404322859,5,mmusculus,mmusculus
query_1,TRUE,0.017792537708728,359,92,7,0.07608695652173914,0.019498607242339833,GO:0016050,GO:BP,vesicle organization,25907,5058,,"ISO,IDA IBA IEA,NAS,NAS IEA,IBA IEA,IDA IMP NAS,ISO IBA","ARF1,VPS18,AP3B2,AP1M1,SEC13,AP1S2,STX5",5.490765411166284,5,mmusculus,mmusculus
query_1,TRUE,0.018517390568174044,166,92,5,0.05434782608695652,0.030120481927710843,GO:0170033,GO:BP,L-amino acid metabolic process,25907,20020,,"IEA,TAS IEA,IBA,IDA,IEA","GFPT1,GFPT2,SDSL,PLOD3,MTRR",8.481862231534835,11,mmusculus,mmusculus
query_1,TRUE,0.020457771729274463,39,92,3,0.03260869565217391,0.07692307692307693,GO:0007628,GO:BP,adult walking behavior,25907,3070,,"IGI,IMP,IMP","NPC1,ATG7,EPHA4",21.661371237458194,7,mmusculus,mmusculus
