query,significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order,parents,evidence_codes,intersection,fold_enrichment,depth,species_code,species_label
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0045821,GO:BP,positive regulation of glycolytic process,92,11479,,IC,ARNT,1,96,hsapiens,hsapiens
query_1,FALSE,1,2,92,2,0.021739130434782608,1,GO:0045859,GO:BP,regulation of protein kinase activity,92,11509,,"ISS,TAS","EPHA4,IPO5",1,30,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0045860,GO:BP,positive regulation of protein kinase activity,92,11510,,ISS,EPHA4,1,46,hsapiens,hsapiens
query_1,FALSE,1,2,92,2,0.021739130434782608,1,GO:0045861,GO:BP,negative regulation of proteolysis,92,11511,,"IGI,IMP","EPHA4,RYBP",1,17,hsapiens,hsapiens
query_1,FALSE,1,3,92,3,0.03260869565217391,1,GO:0045862,GO:BP,positive regulation of proteolysis,92,11512,,"IGI,TAS,IMP IBA","EPHA4,KLKB1,CLU",1,17,hsapiens,hsapiens
query_1,FALSE,1,3,92,3,0.03260869565217391,1,GO:0045892,GO:BP,negative regulation of DNA-templated transcription,92,11528,,"IDA,IEA,IDA IBA IEA","CALR,RYBP,CIR1",1,43,hsapiens,hsapiens
query_1,FALSE,1,7,92,7,0.07608695652173914,1,GO:0045893,GO:BP,positive regulation of DNA-templated transcription,92,11529,,"IDA NAS,IMP ISS IEA,IDA,IEA,IMP IEA,IDA NAS IEA,IDA IEA","TAF2,DHX36,CDK9,MGA,RYBP,ELF1,ARNT",1,43,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0045913,GO:BP,positive regulation of carbohydrate metabolic process,92,11545,,IC,ARNT,1,11,hsapiens,hsapiens
query_1,FALSE,1,4,92,4,0.043478260869565216,1,GO:0045934,GO:BP,negative regulation of nucleobase-containing compound metabolic process,92,11566,,"IDA,IDA,IEA,IDA IBA IEA","CALR,DHX36,RYBP,CIR1",1,11,hsapiens,hsapiens
query_1,FALSE,1,8,92,8,0.08695652173913043,1,GO:0045935,GO:BP,positive regulation of nucleobase-containing compound metabolic process,92,11567,,"IDA NAS,IMP ISS IEA,IDA,IDA,IEA,IMP IEA,IDA NAS IEA,IDA IC IEA","TAF2,DHX36,CDK9,RIDA,MGA,RYBP,ELF1,ARNT",1,11,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0045936,GO:BP,negative regulation of phosphate metabolic process,92,11568,,TAS,IPO5,1,18,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0045834,GO:BP,positive regulation of lipid metabolic process,92,11488,,IDA,SCP2,1,11,hsapiens,hsapiens
query_1,FALSE,1,2,92,2,0.021739130434782608,1,GO:0045937,GO:BP,positive regulation of phosphate metabolic process,92,11569,,"ISS,IC","EPHA4,ARNT",1,18,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0045648,GO:BP,positive regulation of erythrocyte differentiation,92,11337,,IC,ARNT,1,35,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0045639,GO:BP,positive regulation of myeloid cell differentiation,92,11328,,IC,ARNT,1,27,hsapiens,hsapiens
query_1,FALSE,1,6,92,6,0.06521739130434782,1,GO:0045087,GO:BP,innate immune response,92,11116,,"IEA,IMP NAS,ISS IEA,IDA,IDA,IEA","DHX36,CASP1,ZNFX1,IPO5,AQP4,CLU",1,13,hsapiens,hsapiens
query_1,FALSE,1,3,92,3,0.03260869565217391,1,GO:0045088,GO:BP,regulation of innate immune response,92,11117,,"NAS,ISS IEA,IDA","CASP1,ZNFX1,IPO5",1,23,hsapiens,hsapiens
query_1,FALSE,1,3,92,3,0.03260869565217391,1,GO:0045089,GO:BP,positive regulation of innate immune response,92,11118,,"NAS,ISS IEA,IDA","CASP1,ZNFX1,IPO5",1,31,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0045132,GO:BP,meiotic chromosome segregation,92,11138,,IEA,NDC1,1,16,hsapiens,hsapiens
query_1,FALSE,1,2,92,2,0.021739130434782608,1,GO:0045137,GO:BP,development of primary sexual characteristics,92,11140,,"ISS IEA,IEA","LRP2,BOK",1,8,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0045143,GO:BP,homologous chromosome segregation,92,11143,,IEA,NDC1,1,19,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0045165,GO:BP,cell fate commitment,92,11153,,IBA,MGA,1,5,hsapiens,hsapiens
query_1,FALSE,1,17,92,17,0.18478260869565216,1,GO:0045184,GO:BP,establishment of protein localization,92,11159,,"IDA,IDA,IBA IEA,IEA,IMP,IEA,IEA,IEA,NAS IEA,IDA IBA,ISS IEA,IDA IEA,IBA NAS IEA,IEA,IDA ISS IBA TAS IEA,IBA IEA,IDA","CALR,NPC1,ARF1,ATG7,PEX16,VPS18,AP3B2,AP1M1,NDC1,ATAD1,PIM3,LRP2,SEC13,AP1S2,IPO5,STX5,CLU",1,8,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0045190,GO:BP,isotype switching,92,11164,,IEA,EXO1,1,48,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0045216,GO:BP,cell-cell junction organization,92,11173,,IEA,EPHA4,1,5,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0045646,GO:BP,regulation of erythrocyte differentiation,92,11335,,IC,ARNT,1,29,hsapiens,hsapiens
query_1,FALSE,1,2,92,2,0.021739130434782608,1,GO:0045229,GO:BP,external encapsulating structure organization,92,11178,,"TAS IEA,IDA IMP ISS IEA","PLOD3,PXDN",1,4,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0045329,GO:BP,carnitine biosynthetic process,92,11196,,IMP,ACADM,1,10,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0045428,GO:BP,regulation of nitric oxide biosynthetic process,92,11210,,IDA,CLU,1,11,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0045429,GO:BP,positive regulation of nitric oxide biosynthetic process,92,11211,,IDA,CLU,1,16,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0045446,GO:BP,endothelial cell differentiation,92,11217,,IEA,PLOD3,1,10,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0045575,GO:BP,basophil activation,92,11264,,ISS IEA,ENPP3,1,8,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0045576,GO:BP,mast cell activation,92,11265,,ISS IEA,ENPP3,1,7,hsapiens,hsapiens
query_1,FALSE,1,6,92,6,0.06521739130434782,1,GO:0045595,GO:BP,regulation of cell differentiation,92,11284,,"IDA,ISS IEA,IMP ISS IEA,IMP,ISS IEA,IC","CALR,DHX36,EPHA4,CDK9,LRP2,ARNT",1,9,hsapiens,hsapiens
query_1,FALSE,1,2,92,2,0.021739130434782608,1,GO:0045596,GO:BP,negative regulation of cell differentiation,92,11285,,"IDA,IMP","CALR,EPHA4",1,13,hsapiens,hsapiens
query_1,FALSE,1,4,92,4,0.043478260869565216,1,GO:0045597,GO:BP,positive regulation of cell differentiation,92,11286,,"ISS IEA,IEA,ISS IEA,IC","DHX36,EPHA4,LRP2,ARNT",1,13,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0045637,GO:BP,regulation of myeloid cell differentiation,92,11326,,IC,ARNT,1,22,hsapiens,hsapiens
query_1,FALSE,1,3,92,3,0.03260869565217391,1,GO:0045321,GO:BP,leukocyte activation,92,11194,,"ISS IEA,IEA,IDA","ENPP3,EXO1,CLU",1,5,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0045940,GO:BP,positive regulation of steroid metabolic process,92,11572,,IDA,SCP2,1,14,hsapiens,hsapiens
query_1,FALSE,1,5,92,5,0.05434782608695652,1,GO:0045944,GO:BP,positive regulation of transcription by RNA polymerase II,92,11575,,"IDA,IMP ISS IEA,IDA,IDA IEA,IDA IEA","TAF2,DHX36,CDK9,ELF1,ARNT",1,46,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0045981,GO:BP,positive regulation of nucleotide metabolic process,92,11611,,IC,ARNT,1,32,hsapiens,hsapiens
query_1,FALSE,1,2,92,2,0.021739130434782608,1,GO:0046496,GO:BP,nicotinamide nucleotide metabolic process,92,12034,,"IMP TAS IEA,IC","PGAM2,ARNT",1,15,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0046500,GO:BP,S-adenosylmethionine metabolic process,92,12038,,ISS,MTRR,1,5,hsapiens,hsapiens
query_1,FALSE,1,2,92,2,0.021739130434782608,1,GO:0046546,GO:BP,development of primary male sexual characteristics,92,12066,,"ISS IEA,IEA","LRP2,BOK",1,10,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0046649,GO:BP,lymphocyte activation,92,12121,,IEA,EXO1,1,6,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0046655,GO:BP,folic acid metabolic process,92,12125,,IDA ISS,MTRR,1,15,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0046660,GO:BP,female sex differentiation,92,12128,,ISS IEA,LRP2,1,8,hsapiens,hsapiens
query_1,FALSE,1,2,92,2,0.021739130434782608,1,GO:0046661,GO:BP,male sex differentiation,92,12129,,"ISS IEA,IEA","LRP2,BOK",1,8,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0046676,GO:BP,negative regulation of insulin secretion,92,12142,,ISS IEA,PIM3,1,64,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0046685,GO:BP,response to arsenic-containing substance,92,12151,,IDA,DHX36,1,3,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0046686,GO:BP,response to cadmium ion,92,12152,,IEA,NPC1,1,4,hsapiens,hsapiens
query_1,FALSE,1,2,92,2,0.021739130434782608,1,GO:0046486,GO:BP,glycerolipid metabolic process,92,12025,,"IDA IBA IEA,TAS","CHKB,LIPH",1,7,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0046689,GO:BP,response to mercury ion,92,12155,,IEA,PGAM2,1,4,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0046777,GO:BP,protein autophosphorylation,92,12198,,IDA,EPHA4,1,13,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0046822,GO:BP,regulation of nucleocytoplasmic transport,92,12212,,ISS IEA,IPO5,1,17,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0046824,GO:BP,positive regulation of nucleocytoplasmic transport,92,12214,,ISS IEA,IPO5,1,22,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0046847,GO:BP,filopodium assembly,92,12233,,ISS,FGD6,1,10,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0046879,GO:BP,hormone secretion,92,12247,,ISS IEA,PIM3,1,17,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0046883,GO:BP,regulation of hormone secretion,92,12251,,ISS IEA,PIM3,1,25,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0046885,GO:BP,regulation of hormone biosynthetic process,92,12253,,IDA,ARNT,1,18,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0046886,GO:BP,positive regulation of hormone biosynthetic process,92,12254,,IDA,ARNT,1,26,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0046888,GO:BP,negative regulation of hormone secretion,92,12256,,ISS IEA,PIM3,1,33,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0046890,GO:BP,regulation of lipid biosynthetic process,92,12258,,ISS,SCP2,1,12,hsapiens,hsapiens
query_1,FALSE,1,2,92,2,0.021739130434782608,1,GO:0046718,GO:BP,symbiont entry into host cell,92,12174,,"IMP IEA,IEA","NPC1,VPS18",1,7,hsapiens,hsapiens
query_1,FALSE,1,2,92,2,0.021739130434782608,1,GO:0046474,GO:BP,glycerophospholipid biosynthetic process,92,12016,,"IDA IBA IEA,TAS","CHKB,LIPH",1,19,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0046473,GO:BP,phosphatidic acid metabolic process,92,12015,,TAS,LIPH,1,13,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0046470,GO:BP,phosphatidylcholine metabolic process,92,12013,,IBA IEA,CHKB,1,13,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0045995,GO:BP,regulation of embryonic development,92,11625,,ISS IEA,DHX36,1,11,hsapiens,hsapiens
query_1,FALSE,1,2,92,2,0.021739130434782608,1,GO:0046031,GO:BP,ADP metabolic process,92,11646,,"IMP TAS IEA,IC","PGAM2,ARNT",1,23,hsapiens,hsapiens
query_1,FALSE,1,2,92,2,0.021739130434782608,1,GO:0046032,GO:BP,ADP catabolic process,92,11647,,"IMP TAS IEA,IC","PGAM2,ARNT",1,38,hsapiens,hsapiens
query_1,FALSE,1,4,92,4,0.043478260869565216,1,GO:0046034,GO:BP,ATP metabolic process,92,11649,,"IMP TAS IEA,IDA IEA,IMP,IC","PGAM2,ENPP3,COX11,ARNT",1,23,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0046164,GO:BP,alcohol catabolic process,92,11772,,IEA,ALDH2,1,8,hsapiens,hsapiens
query_1,FALSE,1,2,92,2,0.021739130434782608,1,GO:0046165,GO:BP,alcohol biosynthetic process,92,11773,,"IDA,TAS","SCP2,ACLY",1,8,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0046173,GO:BP,polyol biosynthetic process,92,11781,,IDA,SCP2,1,10,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0046185,GO:BP,aldehyde catabolic process,92,11792,,IDA,ALDH2,1,7,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0046189,GO:BP,phenol-containing compound biosynthetic process,92,11796,,ISS IEA,ALDH2,1,6,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0046208,GO:BP,spermine catabolic process,92,11811,,IDA IBA IEA,SMOX,1,10,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0046209,GO:BP,nitric oxide metabolic process,92,11812,,IDA,CLU,1,3,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0046337,GO:BP,phosphatidylethanolamine metabolic process,92,11906,,IDA IBA IEA,CHKB,1,13,hsapiens,hsapiens
query_1,FALSE,1,2,92,2,0.021739130434782608,1,GO:0046349,GO:BP,amino sugar biosynthetic process,92,11918,,"IDA IMP TAS IEA,IDA TAS IEA","GFPT1,GFPT2",1,6,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0046359,GO:BP,butyrate catabolic process,92,11926,,IBA IEA,ACADS,1,25,hsapiens,hsapiens
query_1,FALSE,1,2,92,2,0.021739130434782608,1,GO:0046364,GO:BP,monosaccharide biosynthetic process,92,11931,,"TAS IEA,IEA","PGAM2,ACADM",1,9,hsapiens,hsapiens
query_1,FALSE,1,2,92,2,0.021739130434782608,1,GO:0046365,GO:BP,monosaccharide catabolic process,92,11932,,"IBA TAS,TAS IEA","GALT,PGAM2",1,9,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0046390,GO:BP,ribose phosphate biosynthetic process,92,11953,,IMP,COX11,1,12,hsapiens,hsapiens
query_1,FALSE,1,12,92,12,0.13043478260869565,1,GO:0046394,GO:BP,carboxylic acid biosynthetic process,92,11956,,"TAS,IMP IBA IEA,IBA,IDA IBA IEA,IEA,TAS,IEA,IDA IBA,IDA,ISS IBA IEA,IDA IBA IEA,NAS","CBR1,CBR4,SDSL,MCAT,PLOD3,SCP2,HPGDS,ACLY,GSTM2,LIAS,MTRR,CASP1",1,12,hsapiens,hsapiens
query_1,FALSE,1,10,92,10,0.10869565217391304,1,GO:0046395,GO:BP,carboxylic acid catabolic process,92,11957,,"IDA IMP IBA IEA,IDA IBA TAS IC IEA,IBA,TAS,IEA,ISS TAS,IDA,IMP,IEA,TAS","ACADM,ACADS,SDSL,MCAT,CRYL1,SCP2,MTRR,AIG1,ECH1,RIDA",1,12,hsapiens,hsapiens
query_1,FALSE,1,4,92,4,0.043478260869565216,1,GO:0046434,GO:BP,organophosphate catabolic process,92,11977,,"IBA TAS,IMP TAS IEA,IDA IBA,IC","GALT,PGAM2,ENPP3,ARNT",1,7,hsapiens,hsapiens
query_1,FALSE,1,3,92,3,0.03260869565217391,1,GO:0046456,GO:BP,icosanoid biosynthetic process,92,11999,,"TAS,IEA,NAS","CBR1,HPGDS,CASP1",1,14,hsapiens,hsapiens
query_1,FALSE,1,2,92,2,0.021739130434782608,1,GO:0046457,GO:BP,prostanoid biosynthetic process,92,12000,,"TAS,IEA","CBR1,HPGDS",1,26,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0046459,GO:BP,short-chain fatty acid metabolic process,92,12002,,IBA IEA,ACADS,1,13,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0045071,GO:BP,negative regulation of viral genome replication,92,11115,,ISS IEA,ZNFX1,1,11,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0045069,GO:BP,regulation of viral genome replication,92,11113,,ISS IEA,ZNFX1,1,8,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0045056,GO:BP,transcytosis,92,11100,,ISS,LRP2,1,7,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0045055,GO:BP,regulated exocytosis,92,11099,,EXP IDA IMP,VPS18,1,10,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0043408,GO:BP,regulation of MAPK cascade,92,10579,,IDA,EPHA4,1,18,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0043409,GO:BP,negative regulation of MAPK cascade,92,10580,,IDA,EPHA4,1,26,hsapiens,hsapiens
query_1,FALSE,1,19,92,19,0.20652173913043478,1,GO:0043412,GO:BP,macromolecule modification,92,10582,,"IDA IEA,IBA,IDA IBA,IBA IEA,IDA IEA,IDA,IMP,IDA IMP,IDA ISS IEA,IDA IEA,IDA IEA,IDA IBA IEA,IDA IEA,IDA IEA,TAS,IDA IBA IEA,TAS,IEA,IEA","NPC1,GFPT1,ATG7,GFPT2,FNTB,NFS1,VPS18,PLOD3,EPHA4,CDK9,PIM3,PUS10,TRUB2,PPWD1,MRM3,CUL5,IPO5,RS3,ARNT",1,3,hsapiens,hsapiens
query_1,FALSE,1,4,92,4,0.043478260869565216,1,GO:0043413,GO:BP,macromolecule glycosylation,92,10583,,"IDA IEA,IBA,IBA IEA,IMP","NPC1,GFPT1,GFPT2,PLOD3",1,5,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0043414,GO:BP,macromolecule methylation,92,10584,,TAS,MRM3,1,5,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0043418,GO:BP,homocysteine catabolic process,92,10588,,IDA,MTRR,1,25,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0043433,GO:BP,negative regulation of DNA-binding transcription factor activity,92,10593,,IDA,ANXA4,1,35,hsapiens,hsapiens
query_1,FALSE,1,25,92,25,0.2717391304347826,1,GO:0043436,GO:BP,oxoacid metabolic process,92,10596,,"ISS,IMP TAS IEA,IEA,IDA IMP IBA IEA,TAS,IDA IBA TAS IC IEA,IEA,IMP IBA IEA,IBA,IDA IBA TAS IEA,IEA,IEA,ISS TAS,IDA IEA,IDA IBA IEA,IDA,ISS IBA IEA,IDA ISS IBA IEA,IBA IEA,IMP,IDA ISS IBA NAS IEA,NAS,IEA,TAS,IC","NPC1,PGAM2,GFPT1,ACADM,CBR1,ACADS,GFPT2,CBR4,SDSL,MCAT,PLOD3,CRYL1,SCP2,HPGDS,ACLY,GSTM2,LIAS,MTRR,ACSF2,AIG1,PTGR1,CASP1,ECH1,RIDA,ARNT",1,6,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0043467,GO:BP,regulation of generation of precursor metabolites and energy,92,10618,,IC,ARNT,1,10,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0043470,GO:BP,regulation of carbohydrate catabolic process,92,10621,,IC,ARNT,1,12,hsapiens,hsapiens
query_1,FALSE,1,3,92,3,0.03260869565217391,1,GO:0043401,GO:BP,steroid hormone receptor signaling pathway,92,10574,,"IDA TAS,IGI,IEA","CALR,VPS18,RWDD1",1,23,hsapiens,hsapiens
query_1,FALSE,1,2,92,2,0.021739130434782608,1,GO:0043473,GO:BP,pigmentation,92,10622,,"IMP NAS,NAS","AP1M1,AP1S2",1,1,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0043482,GO:BP,cellular pigment accumulation,92,10631,,IMP,AP1M1,1,8,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0043484,GO:BP,regulation of RNA splicing,92,10633,,IDA IMP IBA IEA,SON,1,29,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0043485,GO:BP,endosome to pigment granule transport,92,10634,,IMP,AP1M1,1,22,hsapiens,hsapiens
query_1,FALSE,1,2,92,2,0.021739130434782608,1,GO:0043487,GO:BP,regulation of RNA stability,92,10635,,"IDA IMP,IDA","DHX36,RIDA",1,34,hsapiens,hsapiens
query_1,FALSE,1,2,92,2,0.021739130434782608,1,GO:0043488,GO:BP,regulation of mRNA stability,92,10636,,"IMP,IDA","DHX36,RIDA",1,48,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0043489,GO:BP,RNA stabilization,92,10637,,IDA,DHX36,1,42,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0043491,GO:BP,phosphatidylinositol 3-kinase/protein kinase B signal transduction,92,10639,,IGI,LRP2,1,12,hsapiens,hsapiens
query_1,FALSE,1,4,92,4,0.043478260869565216,1,GO:0043523,GO:BP,regulation of neuron apoptotic process,92,10655,,"IBA,IEA,IEA,ISS","CASP7,EPHA4,BOK,CLU",1,11,hsapiens,hsapiens
query_1,FALSE,1,3,92,3,0.03260869565217391,1,GO:0043524,GO:BP,negative regulation of neuron apoptotic process,92,10656,,"IEA,IEA,ISS","EPHA4,BOK,CLU",1,16,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0043525,GO:BP,positive regulation of neuron apoptotic process,92,10657,,IBA,CASP7,1,16,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0043476,GO:BP,pigment accumulation,92,10625,,IMP,AP1M1,1,4,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0043331,GO:BP,response to dsRNA,92,10541,,IEA,DHX36,1,5,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0043330,GO:BP,response to exogenous dsRNA,92,10540,,IEA,DHX36,1,6,hsapiens,hsapiens
query_1,FALSE,1,2,92,2,0.021739130434782608,1,GO:0043279,GO:BP,response to alkaloid,92,10504,,"IMP,IDA","CASP7,GSTM2",1,4,hsapiens,hsapiens
query_1,FALSE,1,1,92,1,0.010869565217391304,1,GO:0043010,GO:BP,camera-type eye development,92,10385,,IBA,CRYAA,1,11,hsapiens,hsapiens
query_1,FALSE,1,2,92,2,0.021739130434782608,1,GO:0043062,GO:BP,extracellular structure organization,92,10414,,"TAS IEA,IDA IMP ISS IEA","PLOD3,PXDN",1,4,hsapiens,hsapiens
query_1,FALSE,1,5,92,5,0.05434782608695652,1,GO:0043065,GO:BP,positive regulation of apoptotic process,92,10416,,"IBA,IMP,IDA IMP ISS IEA,ISS IEA,IMP","CASP7,ATG7,BOK,CLU,RYBP",1,13,hsapiens,hsapiens
query_1,FALSE,1,9,92,9,0.09782608695652174,1,GO:0043066,GO:BP,negative regulation of apoptotic process,92,10417,,"IEA,IEA,IMP IBA IEA,IGI,TAS,IEA,IDA IMP IBA,IDA,IMP ISS TAS","NPC1,EPHA4,PIM3,LRP2,ANXA4,BOK,CRYAA,SON,CLU",1,13,hsapiens,hsapiens
